spanish,basque,context
rango,hein,Technological Sciences > Environmental technology and engineering
rango,hein,Mathematics > Statistics
rango,multzo euskarri,Mathematics > Topology
rango,hein,Mathematics > Analysis and functional analysis
rango,lerrun,Juridical Sciences & Law > Administrative law
rango, maila,Juridical Sciences & Law > Administrative law
ratio de liquidez,Likidezia-ratio,Economic Sciences > Financial Accounting
ratio de liquidez,likidezia-ratio,Economic Sciences > General economics
ratio de liquidez,likidezi ratio,Economic Sciences > Organization and management of enterprises
ratio de liquidez, likidezia-ratio,Economic Sciences > Organization and management of enterprises
rayo,izpi,Physics > Optics
rayo,izpi,Technological Sciences > Environmental technology and engineering
rayo,izpi,Chemistry > Physical chemistry
rayo,izpi,Physics > General Physics specialities
rayo,izpi,Medical Sciences > Pharmaceutical Technology
rayo,izpi,Physics > Aplied Physics
rayo,oinaztura,Earth and Space Sciences > Metereology and Oceanography
rayo, tximista,Earth and Space Sciences > Metereology and Oceanography
rayo,izpi,Medical Sciences > Medical diagnostic and Treatment Technology
rayo,izpi,Technological Sciences > Electronic technology
rayo,izpi,Physics > Electro-magnetism
reacción de hipersensibilidad,hipersentikortasun-erreakzio,Medical Sciences > Microbiology
reacción de hipersensibilidad,hipersentsibilitate erreakzio,Medical Sciences > Pharmacology
reacción de hipersensibilidad,hipersentikortasun-erreakzio,Medical Sciences > Pathology
reacción de precipitación,hauspeatze-erreakzio,Technological Sciences > Environmental technology and engineering
reacción de precipitación,hauspeaketa-erreakzio,Chemistry > Analytical chemistry
reacción redox,erredox erreakzio,Chemistry > Organic chemistry
reacción redox,erredox erreakzio,Life sciences > Biochemistry and Molecular Biology
reacción redox,erredox-erreakzio,Chemistry > Analytical chemistry
reacción redox,erredox erreakzio,Technological Sciences > Environmental technology and engineering
reacción redox, oxidazio-erredukzio erreakzio,Technological Sciences > Environmental technology and engineering
realimentación,atzera-lotura,Technological Sciences > Environmental technology and engineering
realimentación,atzeraelikadura,Technological Sciences > Telecommunications technology
realimentación, berrelikadura,Technological Sciences > Telecommunications technology
realimentación,berrelikadura,Earth and Space Sciences > Metereology and Oceanography
receptor,hartzaile,Juridical Sciences & Law > Labour and Social Security law
receptor,hargailu,Technological Sciences > Construction technology
receptor,datu-hartzaile,Technological Sciences > Computer technology
receptor, hartzaile,Technological Sciences > Computer technology
receptor,hartzaile,Medical Sciences > Pharmacology
receptor,errezeptore,Life sciences > Biochemistry and Molecular Biology
receptor, hartzaile,Life sciences > Biochemistry and Molecular Biology
receptor,hargailu,Technological Sciences > Electronic technology
receptor, hartzaile,Technological Sciences > Electronic technology
receptor,errezeptore,Medical Sciences > Microbiology
receptor,hargailu,Technological Sciences > Telecommunications technology
receptor, hartzaile,Technological Sciences > Telecommunications technology
receptor,hargailu,Technological Sciences > Electrical technology and engineering
receptor, hartzaile,Technological Sciences > Electrical technology and engineering
receptor,hargailu,Physics > General Physics specialities
receptor,hartzaile,Technological Sciences > Environmental technology and engineering
receptor,hargailu,Physics > Electro-magnetism
receptor, hartzaile,Physics > Electro-magnetism
receptor,hartzaile,Physics > Aplied Physics
receptor,hartzaile,Life sciences > Human physiology
receptor de acetilcolina,azetilkolinaren hartzaile,Chemistry > Organic chemistry
receptor de acetilcolina,azetilkolina-hartzaile,Life sciences > Human physiology
rechazar,arbuiatu,Juridical Sciences & Law > Constitutional law
rechazar,ezetsi,Juridical Sciences & Law > Law Philosophy
rechazar,baztertu,Economic Sciences > Econometrics
recipiente,andel,Technological Sciences > Environmental technology and engineering
recipiente, biltegi,Technological Sciences > Environmental technology and engineering
recipiente, tanga,Technological Sciences > Environmental technology and engineering
recipiente,ontzi,Chemistry > Physical chemistry
recipiente,gordailu,Physics > Thermodynamics
recipiente,ontzi,Physics > Fluids (physics of)
recocido,suberaketa,Technological Sciences > Mechanical engineering and technology
recocido,suberapen,Technological Sciences > Electrical technology and engineering
recocido, suberatze,Technological Sciences > Electrical technology and engineering
reconocimiento,aitorpen,Juridical Sciences & Law > Administrative law
reconocimiento,aintzatespen,Economic Sciences > Economic accounting
reconocimiento, errekonozimendu,Economic Sciences > Economic accounting
reconocimiento, ezagutza,Economic Sciences > Economic accounting
reconocimiento, islapen,Economic Sciences > Economic accounting
reconocimiento,aitorpen,Juridical Sciences & Law > Constitutional law
reconocimiento,errekonozimendu,Juridical Sciences & Law > International law
recorrido,irudi multzo,Mathematics > Analysis and functional analysis
recorrido, irudi-multzo,Mathematics > Analysis and functional analysis
recorrido,ibiltarte,Technological Sciences > Mechanical engineering and technology
recorrido, karrera,Technological Sciences > Mechanical engineering and technology
recorrido,barruti,Technological Sciences > Telecommunications technology
rectificación,errektifikazio,Juridical Sciences & Law > Civil law
rectificación,artezketa,Technological Sciences > Electronic technology
rectificación,artezketa,Technological Sciences > Telecommunications technology
recubrimiento,estaldura,Medical Sciences > Pharmaceutical Technology
recubrimiento, estalki,Medical Sciences > Pharmaceutical Technology
recubrimiento, estaltze,Medical Sciences > Pharmaceutical Technology
recubrimiento,estaldura,Technological Sciences > Telecommunications technology
recubrimiento,estaldura,Technological Sciences > Mechanical engineering and technology
recubrimiento,aldikako estaldura,Technological Sciences > Environmental technology and engineering
recubrimiento, estaldura,Technological Sciences > Environmental technology and engineering
recubrimiento, oinarriko estaldura,Technological Sciences > Environmental technology and engineering
recubrimiento,estalki,Mathematics > Analysis and functional analysis
recubrimiento,estalki,Mathematics > Topology
recubrimiento,estalki,Physics > Electro-magnetism
recurrencia,errekurrentzia,Physics > General Physics specialities
recurrencia,berragerpen,Medical Sciences > Pharmacology
recurrencia,errekurrentzia,Technological Sciences > Computer technology
recurso,baliabide,Technological Sciences > Projects
recurso,baliabide,Mathematics > Analysis and functional analysis
recurso,errekurtso,Juridical Sciences & Law > Administrative law
recurso, helegite,Juridical Sciences & Law > Administrative law
recurso,baliabide,Technological Sciences > Environmental technology and engineering
recurso,errekurtso,Juridical Sciences & Law > Procedural law
recurso,errekurtso,Juridical Sciences & Law > Constitutional law
recurso, eskabide,Juridical Sciences & Law > Constitutional law
recurso, helegite,Juridical Sciences & Law > Constitutional law
recurso, ahalbide,Juridical Sciences & Law > Constitutional law
recurso, baliabide,Juridical Sciences & Law > Constitutional law
recurso, bitarteko,Juridical Sciences & Law > Constitutional law
recurso,errekurtso,Juridical Sciences & Law > Finance law
recurso, helegite,Juridical Sciences & Law > Finance law
recurso,baliabide,Economic Sciences > Organization and management of enterprises
recurso,errekurtso,Juridical Sciences & Law > Labour and Social Security law
recurso, helegite,Juridical Sciences & Law > Labour and Social Security law
recurso,baliabide,Technological Sciences > Instrumentation technology
recurso, errekurtso,Technological Sciences > Instrumentation technology
recurso,baliabide,Technological Sciences > Industrial technology
recurso,baliabide,Medical Sciences > Pharmaceutical Technology
recurso,baliabide,Economic Sciences > General economics
recurso,baliabide,Education sciences
recurso, bitarteko,Education sciences
recurso de amparo,babes-helegite,Juridical Sciences & Law > Constitutional law
recurso de amparo,babes eskeko errekurtso,Juridical Sciences & Law > Procedural law
recurso de amparo, babes-errekurtso,Juridical Sciences & Law > Procedural law
recurso de queja,kexa-errekurtso,Juridical Sciences & Law > Procedural law
recurso de queja,kexa-helegite,Juridical Sciences & Law > Labour and Social Security law
recusación,ezespen,Juridical Sciences & Law > Labour and Social Security law
recusación,errefusatze,Juridical Sciences & Law > Procedural law
recusación, errekusatze,Juridical Sciences & Law > Procedural law
recusación, errekusazio,Juridical Sciences & Law > Procedural law
recusación,errekusatze,Juridical Sciences & Law > Administrative law
recusación, errekusazio,Juridical Sciences & Law > Administrative law
red cristalina,kristal-sare,Physics > General Physics specialities
red cristalina,kristal-sare,Technological Sciences > Environmental technology and engineering
red cristalina,sare kristalino,Chemistry > Physical chemistry
red cristalina,kristal-sare,Physics > Aplied Physics
red cristalina, sare kristalino,Physics > Aplied Physics
reducción,erredukzio,Chemistry > Organic chemistry
reducción,erredukzio,Life sciences > Biochemistry and Molecular Biology
reducción,erredukzio,Medical Sciences > Pharmacology
reducción,murrizketa,Juridical Sciences & Law > Constitutional law
reducción,murrizpen,Juridical Sciences & Law > Finance law
reducción, murriztapen,Juridical Sciences & Law > Finance law
reducción, txikipen,Juridical Sciences & Law > Finance law
reducción,murrizketa,Juridical Sciences & Law > Labour and Social Security law
reducción, murriztapen,Juridical Sciences & Law > Labour and Social Security law
reducción,erredukzio,Technological Sciences > Environmental technology and engineering
reducción, murrizketa,Technological Sciences > Environmental technology and engineering
reducción, murriztapen,Technological Sciences > Environmental technology and engineering
reducción,erredukzio,Chemistry > Physical chemistry
reducción,murrizketa,Juridical Sciences & Law > Civil law
reducción,gutxipen,Physics > Optics
reducción,murrizketa,Medical Sciences > Pharmaceutical Technology
reducción,erredukzio,Technological Sciences > Construction technology
reducción, laburketa,Technological Sciences > Construction technology
reflejo,aintzatespen,Economic Sciences > Economic accounting
reflejo, errekonozimendu,Economic Sciences > Economic accounting
reflejo, ezagutza,Economic Sciences > Economic accounting
reflejo, islapen,Economic Sciences > Economic accounting
reflejo,erreflexu,Life sciences > Animal Biology
reflujo,errefluxu,Technological Sciences > Food technology
reflujo,birfluxu,Chemistry > Organic chemistry
reflujo,birfluxu,Medical Sciences > Pharmacology
reflujo gastroesofágico,birfluxu gastroesofagiko,Medical Sciences > Pharmacology
reflujo gastroesofágico,urdail-hestegorriko errefluxu,Medical Sciences > Pathology
reforma,hobekuntza-obra,Juridical Sciences & Law > Civil law
reforma,aldakuntza,Juridical Sciences & Law > Constitutional law
reforma, eraberritze,Juridical Sciences & Law > Constitutional law
refrigerante,hoztaile,Technological Sciences > Environmental technology and engineering
refrigerante,hoztaile,Chemistry > Physical chemistry
refrigerante,hozgarri,Technological Sciences > Electrical technology and engineering
refrigerante, hozte-fluido,Technological Sciences > Electrical technology and engineering
refrigerante,hoztaile,Chemistry > Organic chemistry
refuerzo,errefortzu,Technological Sciences > Industrial technology
refuerzo, nerbio,Technological Sciences > Industrial technology
refuerzo,indargarri,Technological Sciences > Mechanical engineering and technology
refuerzo, sendogarri,Technological Sciences > Mechanical engineering and technology
refuerzo,indargarri,Medical Sciences > Medical diagnostic and Treatment Technology
régimen,erregimen,Education sciences
régimen,erregimen,Physics > Fluids (physics of)
régimen,erregimen,Technological Sciences > Telecommunications technology
régimen,araubide,Juridical Sciences & Law > Administrative law
régimen, erregimen,Juridical Sciences & Law > Administrative law
régimen,eraentza,Juridical Sciences & Law > Law Philosophy
régimen,araubide,Juridical Sciences & Law > Constitutional law
régimen, erregimen,Juridical Sciences & Law > Constitutional law
régimen fiscal,zerga-sistema,Economic Sciences > General economics
régimen fiscal,araubide fiskal,Juridical Sciences & Law > Finance law
régimen fiscal, zerga-araubide,Juridical Sciences & Law > Finance law
régimen transitorio,erregimen iragankor,Technological Sciences > Telecommunications technology
régimen transitorio,egoera iragankor,Technological Sciences > Electrical technology and engineering
régimen transitorio, erregimen iragankor,Technological Sciences > Electrical technology and engineering
régimen transitorio,eraentza iragankor,Juridical Sciences & Law > Finance law
régimen transitorio, iraganbidezko eraentza,Juridical Sciences & Law > Finance law
régimen transitorio,egoera iragankor,Technological Sciences > Electronic technology
régimen transitorio,erregimen iragankor,Physics > Electro-magnetism
registrar,erregistratu,Juridical Sciences & Law > Administrative law
registrar,miatu,Juridical Sciences & Law > Labour and Social Security law
registrar,erregistratu,Economic Sciences > Economic accounting
reglamento,araudi,Juridical Sciences & Law > Law Philosophy
reglamento, arautegi,Juridical Sciences & Law > Law Philosophy
reglamento, arauteria,Juridical Sciences & Law > Law Philosophy
reglamento, erregelamendu,Juridical Sciences & Law > Law Philosophy
reglamento,erregelamendu,Juridical Sciences & Law > Labour and Social Security law
reglamento,erreglamentu,Juridical Sciences & Law > Finance law
reglamento,araudi,Juridical Sciences & Law > Constitutional law
reglamento,araudi,Medical Sciences > Nutritional sciences
reglamento, arautegi,Medical Sciences > Nutritional sciences
reglamento,erregelamendu,Technological Sciences > Electrical technology and engineering
reglamento,arautegi,Juridical Sciences & Law > Civil law
reglamento,erregelamendu,Juridical Sciences & Law > European Union law
reglamento,erregelamendu,Juridical Sciences & Law > Administrative law
reglamento,araudi,Technological Sciences > Projects
reglamento, arautegi,Technological Sciences > Projects
regulador,eraentzaile,Life sciences > Animal Biology
regulador, erregulatzaile,Life sciences > Animal Biology
regulador,erreguladore,Chemistry > Physical chemistry
regulador,erregulatzaile,Juridical Sciences & Law > Law Philosophy
regulador,erreguladore,Technological Sciences > Electrical technology and engineering
regulador,erreguladore,Technological Sciences > Electronic technology
regulador, tentsio-erreguladore,Technological Sciences > Electronic technology
regular,arauak egin,Juridical Sciences & Law > Law Philosophy
regular, arauak sortu,Juridical Sciences & Law > Law Philosophy
regular, arautu,Juridical Sciences & Law > Law Philosophy
regular, erregulatu,Juridical Sciences & Law > Law Philosophy
regular,arautu,Juridical Sciences & Law > Constitutional law
regular,doitu,Technological Sciences > Electrical technology and engineering
regular, erregulatu,Technological Sciences > Electrical technology and engineering
regular,arautu,Juridical Sciences & Law > Administrative law
rehidratación,berhidratatze,Life sciences > Biochemistry and Molecular Biology
rehidratación,berhidratazio,Technological Sciences > Food technology
reincidencia,birjarpen,Juridical Sciences & Law > Labour and Social Security law
reincidencia,berrerorketa,Juridical Sciences & Law > Criminal law
reino,erreinu,Medical Sciences > Microbiology
reino,erresuma,Juridical Sciences & Law > Constitutional law
relación,erlazio,Juridical Sciences & Law > Finance law
relación,erlazio,Technological Sciences > Projects
relación,erlazio,Mathematics > Analysis and functional analysis
relación,erlazio,Medical Sciences > Pharmacology
relación,erlazio,Technological Sciences > Computer technology
relación, lotura,Technological Sciences > Computer technology
relación,ahaidetasun,Education sciences
relación,erlazio,Mathematics > Algebra
relación aire/combustible,aire/erregai erlazio,Technological Sciences > Environmental technology and engineering
relación aire/combustible,aire/erregai ratio,Technological Sciences > Chemical technology and engineering
relación causal,erlazio kausal,Medical Sciences > Pharmacology
relación causal,kausazko erlazio,Medical Sciences > Public health
relación de causalidad,kausalitate-harreman,Juridical Sciences & Law > Criminal law
relación de causalidad,kausa-harreman,Juridical Sciences & Law > Administrative law
relación de causalidad, kausalitate-harreman,Juridical Sciences & Law > Administrative law
relación de causalidad,kausalitatezko erlazio,Juridical Sciences & Law > Civil law
relación de causalidad, kausazko harreman,Juridical Sciences & Law > Civil law
relación de intercambio,elkartrukeko erlazio,Economic Sciences > General economics
relación de intercambio,elkartruke-erlazio,Economic Sciences > Economic theory
relación de intercambio, truke-erlazio,Economic Sciences > Economic theory
relación de transformación,transformazio-erlazio,Technological Sciences > Electrical technology and engineering
relación de transformación,eraldaketa-erlazio,Economic Sciences > Economic theory
relación marginal de sustitución,ordezpenaren legea,Economic Sciences > General economics
relación marginal de sustitución,ordezpen-erlazio marjinal,Mathematics > Analysis and functional analysis
relación marginal de sustitución,ordezte-erlazio marjinal,Economic Sciences > Economic theory
relación S/N,S/N erlazio,Technological Sciences > Telecommunications technology
relación S/N, seinale/zarata erlazio,Technological Sciences > Telecommunications technology
relación S/N,S/Z erlazio,Chemistry > Analytical chemistry
relleno,betegarri,Technological Sciences > Environmental technology and engineering
relleno, betetze,Technological Sciences > Environmental technology and engineering
relleno,betegarri,Technological Sciences > Electrical technology and engineering
relleno,betelan,Technological Sciences > Construction technology
remuneración,ordainsari,Economic Sciences > Organization and management of enterprises
remuneración,lansari,Juridical Sciences & Law > Constitutional law
rendimiento,errendimendu,Physics > Electro-magnetism
rendimiento,errendimendu,Economic Sciences > Economic accounting
rendimiento,errendimendu,Technological Sciences > Electrical technology and engineering
rendimiento,etekin,Medical Sciences > Pharmaceutical Technology
rendimiento,errendimendu,Economic Sciences > Organization and management of enterprises
rendimiento, etekin,Economic Sciences > Organization and management of enterprises
rendimiento,errendimendu,Juridical Sciences & Law > Finance law
rendimiento, etekin,Juridical Sciences & Law > Finance law
rendimiento,errendimendu,Economic Sciences > Economic theory
rendimiento, etekin,Economic Sciences > Economic theory
rendimiento,errendimendu,Technological Sciences > Computer technology
rendimiento,etekin,Chemistry > Analytical chemistry
rendimiento, berreskurapen,Chemistry > Analytical chemistry
rendimiento,eraginkortasun,Technological Sciences > Environmental technology and engineering
rendimiento, errendimendu,Technological Sciences > Environmental technology and engineering
rendimiento, etekin,Technological Sciences > Environmental technology and engineering
rendimiento bruto,etekin gordin,Juridical Sciences & Law > Finance law
rendimiento bruto,errentagarritasun gordin,Economic Sciences > Organization and management of enterprises
rendimiento neto,errentagarritasun garbi,Economic Sciences > Organization and management of enterprises
rendimiento neto,errendimendu garbi,Economic Sciences > Economic accounting
rendimiento neto, etekin garbi,Economic Sciences > Economic accounting
rendimientos de escala,eskala-errendimenduak,Economic Sciences > Economic theory
rendimientos de escala, eskala-etekinak,Economic Sciences > Economic theory
rendimientos de escala, eskalako etekinak,Economic Sciences > Economic theory
rendimientos de escala,eskalako etekin,Economic Sciences > General economics
renovar,berritu,Economic Sciences > Economic accounting
renovar, berriztatu,Economic Sciences > Economic accounting
renovar, zaharberritu,Economic Sciences > Economic accounting
renovar,berriztu,Technological Sciences > Environmental technology and engineering
renta temporal,aldi baterako errenta,Juridical Sciences & Law > Finance law
renta temporal,errenta iragankor,Economic Sciences > Economic accounting
renuncia,uko egite,Juridical Sciences & Law > Civil law
renuncia,uko-egite,Juridical Sciences & Law > Procedural law
reparación,konponketa,Medical Sciences > Medical diagnostic and Treatment Technology
reparación,kalte-konponketa,Juridical Sciences & Law > Criminal law
reparación,medeapen,Juridical Sciences & Law > Civil law
reparto,banaketa,Technological Sciences > Electrical technology and engineering
reparto,banatze,Medical Sciences > Pharmaceutical Technology
reparto,banaketa,Education sciences
reposo,pausagune,Physics > Electro-magnetism
reposo,atseden,Life sciences > Animal Biology
reposo,pausagune,Physics > Mechanics
reposo,geldiune,Physics > Aplied Physics
reposo, pausagune,Physics > Aplied Physics
reposo,pausagune,Physics > Fluids (physics of)
representación,adierazpide,Mathematics > Algebra
representación,adierazpide,Technological Sciences > Computer technology
representación, errepresentazio,Technological Sciences > Computer technology
representación,adierazpide,Physics > Theoretical physics
representación,irudikapen,Technological Sciences > Industrial technology
representación,ordezkapen,Juridical Sciences & Law > Administrative law
representación,adierazpen,Mathematics > Analysis and functional analysis
representación, errepresentazio,Mathematics > Analysis and functional analysis
representación, rudikapen,Mathematics > Analysis and functional analysis
representación,ordezkaritza,Juridical Sciences & Law > Civil law
representación,ordezkaritza,Juridical Sciences & Law > Constitutional law
representación,ordezkaritza,Juridical Sciences & Law > International law
representación,ordezkaritza,Juridical Sciences & Law > Finance law
representación,ordezkaritza,Juridical Sciences & Law > Labour and Social Security law
representación exponencial,adierazpide esponentzial,Mathematics > Analysis and functional analysis
representación exponencial, forma esponentzial,Mathematics > Analysis and functional analysis
representación exponencial,adierazpen esponentzial,Technological Sciences > Electrical technology and engineering
representación gráfica,adierazpen grafiko,Mathematics > Analysis and functional analysis
representación gráfica, adierazpide grafiko,Mathematics > Analysis and functional analysis
representación gráfica,irudikapen grafiko,Technological Sciences > Environmental technology and engineering
representación gráfica,adierazpen grafiko,Technological Sciences > Electrical technology and engineering
representación gráfica,adierazpen grafiko,Technological Sciences > Mechanical engineering and technology
representación gráfica, irudikapen grafiko,Technological Sciences > Mechanical engineering and technology
representar,ordezkatu,Juridical Sciences & Law > Administrative law
representar,irudikatu,Technological Sciences > Mechanical engineering and technology
requerimiento,errekerimendu,Juridical Sciences & Law > Administrative law
requerimiento,errekerimendu,Juridical Sciences & Law > Procedural law
requerimiento,betebehar,Technological Sciences > Computer technology
requerimiento,agindei,Juridical Sciences & Law > Finance law
requerimiento, errekerimendu,Juridical Sciences & Law > Finance law
requerimiento,errekerimendu,Juridical Sciences & Law > Roman law
requerimiento, interpelazio,Juridical Sciences & Law > Roman law
requisito,eskakizun,Technological Sciences > Instrumentation technology
requisito,eskakizun,Medical Sciences > Pharmaceutical Technology
requisito,betebehar,Education sciences
requisito,betebehar,Technological Sciences > Projects
requisito, betekizun,Technological Sciences > Projects
requisito,betekizun,Juridical Sciences & Law > Administrative law
residuo,hondar,Mathematics > Analysis and functional analysis
residuo,hondar,Mathematics > Statistics
residuo,errefus,Technological Sciences > Environmental technology and engineering
residuo, hondakin,Technological Sciences > Environmental technology and engineering
residuo, hondar,Technological Sciences > Environmental technology and engineering
residuo,hondakin,Chemistry > Physical chemistry
residuo,hondakin,Medical Sciences > Pharmaceutical Technology
residuo, hondar,Medical Sciences > Pharmaceutical Technology
residuo,hondar,Economic Sciences > Econometrics
residuo,hondar,Life sciences > Biochemistry and Molecular Biology
residuo,hondakin,Life sciences > Cell biology
residuo,hondakin,Life sciences > Microbiology
residuo radioactivo,hondakin erradiaktibo,Technological Sciences > Environmental technology and engineering
residuo radioactivo,hondar erradioaktibo,Medical Sciences > Medical diagnostic and Treatment Technology
resistencia vascular periférica,erresistentzia baskular periferiko,Medical Sciences > Pathology
resistencia vascular periférica,erresistentzia periferiko,Life sciences > Human physiology
resolución,ebazpen,Medical Sciences > Nutritional sciences
resolución,bereizmen,Physics > Electro-magnetism
resolución,ebazpen,Juridical Sciences & Law > Constitutional law
resolución,bereizmen,Technological Sciences > Telecommunications technology
resolución,ebazpen,Juridical Sciences & Law > Procedural law
resolución,ebazpen,Mathematics > Analysis and functional analysis
resolución,suntsiarazpen,Juridical Sciences & Law > Civil law
resolución, suntsiarazte,Juridical Sciences & Law > Civil law
resolución,bereizmen,Physics > General Physics specialities
resolución,ebazpen,Juridical Sciences & Law > Administrative law
resolución, ebazpen-egintza,Juridical Sciences & Law > Administrative law
resolución, ebazte,Juridical Sciences & Law > Administrative law
resolución,ebazpen,Juridical Sciences & Law > Finance law
resolución,ebazpen,Juridical Sciences & Law > International law
resolución, erresoluzio,Juridical Sciences & Law > International law
resolución,ebazpen,Juridical Sciences & Law > Law Philosophy
resolución,ebazpen,Juridical Sciences & Law > Labour and Social Security law
resolución,bereizmen,Life sciences > Biochemistry and Molecular Biology
resolución,bereizmen,Medical Sciences > Medical diagnostic and Treatment Technology
resolución,bereizmen,Technological Sciences > Computer technology
resolución,bereizmen,Chemistry > Analytical chemistry
resolver,ebatzi,Mathematics > Analysis and functional analysis
resolver,ebatzi,Technological Sciences > Environmental technology and engineering
resolver,ebatzi,Juridical Sciences & Law > Administrative law
resolver,ebatzi,Juridical Sciences & Law > Procedural law
resolver,bereizi,Physics > Electro-magnetism
resolver,ebatzi,Juridical Sciences & Law > Constitutional law
resolver,ebatzi,Juridical Sciences & Law > Law Philosophy
resolver, ebazpenak eman,Juridical Sciences & Law > Law Philosophy
respiración,arnas,Medical Sciences > Pharmacology
respiración,arnasketa,Life sciences > Animal Biology
respiración, arnasa,Life sciences > Animal Biology
respiración,arnasketa,Life sciences > Human physiology
respiración,arnasketa,Life sciences > Microbiology
respiración celular,zelulen arnasketa,Life sciences > Cell biology
respiración celular,barne-arnasketa,Life sciences > Animal Biology
responder,erantzun,Juridical Sciences & Law > Administrative law
responder,ardura izan,Juridical Sciences & Law > Law Philosophy
responsabilidad,erantzukizun,Juridical Sciences & Law > Finance law
responsabilidad,erantzukizun,Juridical Sciences & Law > Constitutional law
responsabilidad,erantzunkizun,Technological Sciences > Projects
responsabilidad,ardura,Education sciences
responsabilidad,erantzukizun,Juridical Sciences & Law > Administrative law
responsabilidad,erantzukizun,Juridical Sciences & Law > Civil law
responsabilidad,erantzukizun,Juridical Sciences & Law > Labour and Social Security law
responsabilidad civil,eratzukizun zibil,Juridical Sciences & Law > Civil law
responsabilidad civil, kontratuz kanpoko erantzukizun,Juridical Sciences & Law > Civil law
responsabilidad civil,erantzukizun zibil,Juridical Sciences & Law > Procedural law
responsabilidad civil,erantzukizun zibil,Technological Sciences > Projects
responsabilidad patrimonial,ondarezko erantzukizun,Juridical Sciences & Law > Civil law
responsabilidad patrimonial,administrazioaren ondare-erantzukizun,Juridical Sciences & Law > Administrative law
responsabilidad patrimonial, administrazioaren ondarezko erantzukizun,Juridical Sciences & Law > Administrative law
responsabilidad patrimonial, ondare-erantzukizun,Juridical Sciences & Law > Administrative law
responsabilidad patrimonial,ondare-erantzukizun,Juridical Sciences & Law > Procedural law
respuesta inmune,erantzun immunitario,Life sciences > Human physiology
respuesta inmune,immunitate-erantzun,Medical Sciences > Microbiology
restauración,berriztapen,Technological Sciences > Environmental technology and engineering
restauración,berriztatze,Technological Sciences > Projects
restricción,murrizketa,Mathematics > Algebra
restricción,murriztapen,Technological Sciences > Computer technology
restricción,murrizketa,Technological Sciences > Projects
restricción,murrizketa,Mathematics > Analysis and functional analysis
restricción,errestrikzio,Life sciences > Biochemistry and Molecular Biology
restricción,murrizketa,Economic Sciences > Econometrics
restricción,mugapen,Economic Sciences > Organization and management of enterprises
restricción,murrizketa,Mathematics > Operations research
retardo,atzerapen,Technological Sciences > Telecommunications technology
retardo,atzerapen,Technological Sciences > Projects
retardo,atzerapen,Physics > Electro-magnetism
retardo,atzerapen,Technological Sciences > Instrumentation technology
retardo,atzerapen,Economic Sciences > Econometrics
retardo,atzerapen-denbora,Technological Sciences > Computer technology
retención,atxikipen,Technological Sciences > Environmental technology and engineering
retención, erretentzio,Technological Sciences > Environmental technology and engineering
retención,atxikipen,Economic Sciences > Organization and management of enterprises
retención, erretentzio,Economic Sciences > Organization and management of enterprises
retención,erretentzio,Juridical Sciences & Law > Civil law
retención,atxikipen,Technological Sciences > Projects
retención,atxikidura,Chemistry > Analytical chemistry
retención, erretentzio,Chemistry > Analytical chemistry
retención,erretentzio,Medical Sciences > Pharmacology
retención,atxikipen,Juridical Sciences & Law > Labour and Social Security law
retención,atxikipen,Juridical Sciences & Law > Finance law
retracto,erretraktu,Mathematics > Topology
retracto,atzera-eskuratze,Juridical Sciences & Law > Civil law
retraso,atzerapen,Technological Sciences > Projects
retraso,atzerapen-denbora,Technological Sciences > Electrical technology and engineering
retraso,atzerapen,Medical Sciences > Pharmacology
retribución,erretribuzio,Juridical Sciences & Law > Criminal law
retribución, ordainketa,Juridical Sciences & Law > Criminal law
retribución,ordainsari,Juridical Sciences & Law > Administrative law
retribución,lansari,Juridical Sciences & Law > Constitutional law
retribución,ordainsari,Juridical Sciences & Law > Labour and Social Security law
retribución, soldata,Juridical Sciences & Law > Labour and Social Security law
retroactividad,atzera-eragin,Juridical Sciences & Law > Administrative law
retroactividad, atzeraeragin,Juridical Sciences & Law > Administrative law
retroactividad,atzera-eragin,Juridical Sciences & Law > Civil law
retroactividad, atzeraeragin,Juridical Sciences & Law > Civil law
retroactividad, atzeraeraginkortasun,Juridical Sciences & Law > Civil law
retroactividad,atzera-eragin,Juridical Sciences & Law > Law Philosophy
retroactividad, atzeraeragin,Juridical Sciences & Law > Law Philosophy
retroactividad,atzeraeraginkortasun,Juridical Sciences & Law > Constitutional law
retroactividad, atzeranzko eraginkortasun,Juridical Sciences & Law > Constitutional law
retroactividad,atzeraeragin,Juridical Sciences & Law > Finance law
retroactividad, atzeraeragintasun,Juridical Sciences & Law > Finance law
retroactividad, atzerako eragin,Juridical Sciences & Law > Finance law
retroalimentación,atzeraelikadura,Technological Sciences > Projects
retroalimentación,atzeraelikadura,Technological Sciences > Telecommunications technology
retroalimentación, berrelikadura,Technological Sciences > Telecommunications technology
retroalimentación,berrelikadura,Earth and Space Sciences > Metereology and Oceanography
retroalimentación,atzeraelikadura,Life sciences > Human physiology
reunión,bilkura,Juridical Sciences & Law > Constitutional law
reunión,konbinazio,Technological Sciences > Computer technology
revisión de oficio,ofiziozko berrikuspen,Juridical Sciences & Law > Administrative law
revisión de oficio,Administrazioaren ariozko berrikuspen,Juridical Sciences & Law > Finance law
revocación,errebokazio,Juridical Sciences & Law > Civil law
revocación,errebokatze,Juridical Sciences & Law > Administrative law
revocación, errebokazio,Juridical Sciences & Law > Administrative law
revocación,errebokatze,Juridical Sciences & Law > Finance law
